drugbank_id,rx_norm_id
DB01163,626
DB01164,1667640
DB01165,7623
DB01166,21107
DB01167,28031
DB01168,8702
DB01169,18330
DB01170,5036
DB01171,30121
DB01172,6099
DB01173,7715
DB01174,8134
DB01175,321988
DB01176,2977
DB01177,5650
DB01178,2373
DB01179,8463
DB01180,9259
DB01181,5657
DB01182,8754
DB01183,7242
DB01184,3626
DB01185,4494
DB01186,8047
DB01187,5968
DB01188,21090
DB01189,27340
DB01190,2582
DB01191,3268
DB01192,7814
DB01193,149
DB01194,194881
DB01195,4441
DB01196,4089
DB01197,1998
DB01198,40001
DB01199,10917
DB01200,1760
DB01201,35617
DB01202,114477
DB01203,7226
DB01204,7005
DB01205,4457
DB01206,6466
DB01207,18469
DB01209,22713
DB01210,1813
DB01211,21212
DB01212,2193
DB01213,15226
DB01214,10824
DB01215,4077
DB01216,25025
DB01217,84857
DB01218,50749
DB01219,3105
DB01220,35619
DB01221,6130
DB01222,19831
DB01223,689
DB01224,51272
DB01225,67108
DB01226,30077
DB01227,237005
DB01228,42368
DB01229,56946
DB01230,7966
DB01231,23370
DB01232,83395
DB01233,6915
DB01234,3264
DB01235,6375
DB01236,36453
DB01237,19759
DB01238,89013
DB01239,2406
DB01240,8814
DB01241,4719
DB01242,2597
DB01243,20875
DB01244,1436
DB01245,10825
DB01247,6011
DB01248,1299922
DB01249,27729
DB01250,32385
DB01251,25793
DB01252,4021
DB01254,1546019
DB01255,700810
DB01256,642274
DB01257,591781
DB01259,480167
DB01260,3254
DB01261,593411
DB01262,15657
DB01263,282446
DB01264,460132
DB01265,474128
DB01266,753346
DB01267,679314
DB01268,357977
DB01269,263034
DB01270,595060
DB01271,644101
DB01272,629565
DB01273,591622
DB01274,304962
DB01275,5470
DB01276,60548
DB01277,274403
DB01278,139953
DB01279,578033
DB01280,274771
DB01281,614391
DB01282,2890
DB01285,376
DB01288,4333
DB01289,33767
DB01294,19478
DB01295,4845
DB01297,8620
DB01298,78902
DB01299,10173
DB01301,9462
DB01303,20976
DB01306,51428
DB01307,139825
DB01309,400008
DB01319,358262
DB01320,72236
DB01321,6084
DB01322,285228
DB01323,1310069
DB01324,8565
DB01325,59743
DB01326,2178
DB01327,2180
DB01328,2183
DB01329,2184
DB01330,2187
DB01331,2189
DB01332,2192
DB01333,2239
DB01336,29950
DB01337,7883
DB01338,33742
DB01339,71535
DB01340,21102
DB01341,1546436
DB01345,1318915
DB01346,36908
DB01349,719
DB01352,17381
DB01353,19874
DB01354,5302
DB01356,1546265
DB01357,6782
DB01359,7973
DB01362,5956
DB01363,1724424
DB01364,3966
DB01365,6756
DB01366,34530
DB01367,134748
DB01369,229367
DB01370,1311504
DB01373,1895
DB01375,6582
DB01378,1426853
DB01380,21655
DB01381,236809
DB01382,102848
DB01384,7910
DB01388,83213
DB01390,36676
DB01392,220982
DB01393,1525
DB01394,2683
DB01395,11636
DB01396,3403
DB01397,52364
DB01399,36108
DB01400,7315
DB01401,215799
DB01403,6852
DB01404,325526
DB01405,37771
DB01406,3102
DB01407,2580
DB01408,18751
DB01409,69120
DB01410,274964
DB01411,10437
DB01413,20481
DB01414,20492
DB01416,20489
DB01418,154
DB01419,10382
DB01421,7934
DB01422,31901
DB01423,2375829
DB01424,695
DB01425,17311
DB01426,423
DB01427,738
DB01428,32673
DB01429,1054
DB01430,528
DB01431,525
DB01432,2447
DB01433,6814
DB01434,1001
DB01436,12062
DB01437,4903
DB01438,8120
DB01439,2387302
DB01441,3304
DB01453,4166
DB01467,24840
DB01483,1325
DB01484,32022
DB01487,2464539
DB01488,23405
DB01493,4162
DB01494,89808
DB01495,22892
DB01496,23024
DB01502,61686
DB01522,3290
DB01530,784
DB01537,2289408
DB01542,4460
DB01545,24524
DB01546,24867
DB01551,23088
DB01552,21311
DB01554,1749
DB01559,2622
DB01560,2344
DB01564,133050
DB01575,6102
DB01576,3288
DB01577,6816
DB01578,6920
DB01579,33272
DB01580,7801
DB01581,10176
DB01582,10178
DB01583,10565
DB01586,11065
DB01587,28181
DB01588,8627
DB01589,35185
DB01590,141704
DB01591,322167
DB01592,262150
DB01593,11416
DB01594,7440
DB01597,2540
DB01598,1545986
DB01599,8699
DB01600,38253
DB01601,195088
DB01602,18687
DB01603,2181306
DB01604,8372
DB01605,627
DB01606,37617
DB01607,10591
DB01608,8766
DB01609,614373
DB01610,275891
DB01611,5521
DB01612,742
DB01613,4040
DB01614,155
DB01615,161203
DB01616,17627
DB01618,7019
DB01619,33283
DB01620,8132
DB01621,8348
DB01622,10498
DB01623,10510
DB01624,114176
DB01625,89784
DB01626,7930
DB01627,6398
DB01628,307296
DB01629,9945
DB01639,25696
DB01646,1426463
DB01647,1091836
DB01657,1649519
DB01671,25389
DB01678,1371315
DB01695,9500
DB01699,3143
DB01709,20614
DB01719,1740241
DB01727,1298738
DB01745,1426451
DB01760,229369
DB01765,3430
DB01776,1367170
DB01777,7891
DB01784,34693
DB01840,18997
DB01879,349730
DB01915,4537
DB01944,10337
DB01957,10459
DB01988,1314344
DB01993,1551571
DB02026,2362166
DB02061,1313173
DB02084,1311085
DB02135,1310579
DB02146,1314303
DB02160,1367159
DB02179,8126
DB02194,1314365
DB02251,7712
DB02263,4453
DB02267,29365
DB02301,797541
DB02326,1368702
DB02328,2017
DB02331,1549332
DB02346,1546445
DB02349,74
DB02363,1872047
DB02366,1368374
DB02376,1372539
DB02378,1442190
DB02380,38386
DB02384,1306181
DB02426,1362903
DB02510,10553
DB02514,1428878
DB02518,1427193
DB02521,1314330
DB02528,4617
DB02531,194337
DB02547,1364500
DB02580,1546279
DB02601,1494854
DB02614,57048
DB02639,38574
DB02651,1440856
DB02660,1426482
DB02693,7405
DB02702,113608
DB02704,1000492
DB02710,1546427
DB02732,11017
DB02746,10159
DB02773,1363030
DB02776,114052
DB02790,1426595
DB02796,1368632
DB02840,1591890
DB02858,33770
DB02927,991260
DB02940,35605
DB02956,94
DB02960,1872246
DB02962,1362885
DB02963,1363435
DB03018,1657018
DB03058,1742994
DB03067,70603
DB03086,9036
DB03090,61
DB03108,194
DB03129,1314412
DB03148,168
DB03167,1362872
DB03176,1310551
DB03194,2262276
DB03228,33290
DB03256,4888
DB03267,2049985
DB03310,25953
DB03311,59161
DB03313,1311261
DB03325,2462498
DB03339,5175
DB03405,10995
DB03420,1368871
DB03464,1368173
DB03468,2398515
DB03509,1943799
DB03554,1483262
DB03567,1362696
DB03569,1541246
DB03582,7816
DB03586,1373350
DB03588,22380
DB03601,13982
DB03605,29421
DB03615,3194
DB03621,1320642
DB03652,1442199
DB03697,2099711
DB03704,2280292
DB03741,2281310
DB03742,2597521
DB03748,10865
DB03755,1006469
DB03757,34658
DB03767,8113
DB03784,18989
DB03794,1370621
DB03797,26849
DB03809,314636
DB03844,2637735
DB03849,21116
DB03853,1363062
DB03865,1547770
DB03896,1364529
DB03897,1363061
DB03901,1427058
DB03903,11002
DB03905,1742747
DB03930,1362927
DB03968,24457
DB03995,1362685
DB03996,1742746
DB04028,1485787
DB04067,1437
DB04116,7414
DB04146,1546425
DB04161,1366667
DB04162,23420
DB04166,1426379
DB04168,4570
DB04174,3226
DB04210,9060
DB04217,1425983
DB04222,7631
DB04225,1649527
DB04243,21183
DB04273,1426330
DB04300,1309741
DB04326,1483575
DB04336,2023
DB04340,1663407
DB04350,1314409
DB04400,1426941
DB04446,17747
DB04453,6211
DB04466,1372538
DB04486,20178
DB04520,1311224
DB04533,1800093
DB04540,2438
DB04541,7418
DB04553,1368624
DB04559,25842
DB04565,5832
DB04567,7069
DB04571,10844
DB04572,10473
DB04573,4094
DB04574,9066
DB04576,42322
DB04577,17939
DB04600,2467143
DB04620,1312358
DB04631,4918
DB04661,2898
DB04666,5281
DB04704,5936
DB04712,1435287
DB04735,53694
DB04744,10256
DB04787,1313966
DB04790,19295
DB04795,5942
DB04816,22293
DB04817,3523
DB04818,5981
DB04819,6822
DB04820,7394
DB04821,7500
DB04822,32626
DB04823,8136
DB04824,155122
DB04825,8674
DB04826,1420982
DB04828,39994
DB04829,6823
DB04834,262100
DB04835,620216
DB04836,17698
DB04837,21254
DB04838,2970
DB04839,22054
DB04840,3118
DB04841,4459
DB04842,4507
DB04843,107770
DB04844,10390
DB04845,337523
DB04846,20498
DB04847,73689
DB04855,233698
DB04856,31555
DB04862,2267703
DB04865,27100
DB04866,662281
DB04869,1300701
DB04872,596554
DB04877,49626
DB04881,863035
DB04891,498509
DB04896,588250
DB04897,1293254
DB04898,19666
DB04900,38221
DB04901,1665509
DB04909,1009342
DB04911,1547611
DB04912,233603
DB04921,33199
DB04931,2262250
DB04932,1311089
DB04933,1370971
DB04941,1364449
DB04942,1860418
DB04946,73178
DB04947,28863
DB04949,1592254
DB04952,1112990
DB04954,1733681
DB04997,1242806
DB05014,1543543
DB05016,2054252
DB05019,1440270
DB05023,1114326
DB05040,24305
DB05059,1921069
DB05085,2604689
DB05088,1441651
DB05099,772
DB05100,1716278
DB05110,6464
DB05138,2198359
DB05155,1865953
DB05220,1722365
DB05241,9793
DB05246,47858
DB05249,4388
DB05255,214582
DB05260,25544
DB05262,616739
DB05273,177906
DB05276,26744
DB05282,1098413
DB05295,658708
DB05312,1791685
DB05317,805452
DB05333,1746906
DB05337,816346
DB05352,5333
DB05382,5933
DB05383,1311670
DB05384,1363568
DB05385,214461
DB05395,2002417
DB05403,1425932
DB05427,2367440
DB05476,33684
DB05484,1102261
DB05524,1367839
DB05530,1739745
DB05542,1313722
DB05555,1535922
DB05580,1591916
DB05604,8010
DB05631,2588846
DB05668,1492727
DB05678,847083
DB05680,1371041
DB05775,1100072
DB05814,1427222
DB05830,1539968
DB05870,1942950
DB05890,1798288
DB05992,1810569
DB06016,1667655
DB06021,1855735
DB06045,2632852
DB06049,2275602
DB06080,2110604
DB06082,2602286
DB06087,1536458
DB06119,2265690
DB06124,2471078
DB06138,41996
DB06145,9991
DB06147,10193
DB06148,6929
DB06149,57021
DB06150,10172
DB06151,197
DB06152,7595
DB06153,8373
DB06154,7992
DB06155,853491
DB06169,7533
DB06176,877510
DB06177,1094833
